"Timestamp","Bangla Comments","Result"
"2019/01/20 1:12:54 AM GMT+6","কোহলিকে উস্কানি দিয়েছে ভারতীয় মিডিয়ার কিছু এড। এরা খেলাকে খেলা হিসেবে না নিয়ে একটা যুদ্ধ যুদ্ধভাবের আবহ বানিয়ে ফেলে।  

তবে মানতেই হবে কোহলি এসবের মাঝেও ভাল খেলে এবং তার দল ভালই চাপকাচ্ছে ক্যাঙ্গারুকে।

সফর শেষে ক্যাঙ্গারু ফ্রাই খেতে পারে উইলিয়ামের মত।","হাস্যকর"
"2019/01/20 1:14:02 AM GMT+6","প্রিয় খেলোয়াড়দের একজন।","প্রশংসা"
"2019/01/20 1:14:08 AM GMT+6","কোহলী হলো একটা ব্র্যান্ড । সে যা করবে তাতেই শোরগোল হবেই। কোহলীর সাফল্যের মুল মন্ত্রই হচ্ছে খেলাটার প্রতি তার তীব্র ভালবাসা। টেস্ট ক্রিকেটে আগ্রাসী মনভাব এক সময় অস্ট্রেলিয়া দলে ঠাসা ছিল। স্লেজিং করে এমন কথা বলত যা মুখে তোলা যেত না। এখন সেই জায়গাটা ভারত দখল করে নিয়েছে। সেরা হতে গেলে আউট অব বক্সে গিয়েই করতে হবে। সো কথা একটাই 

জয়তু বিরাট তোমার বিরাট কৃতির জন্য । এমন ভাবেই চালিয়ে আর নিন্দুকদের মুখ বন্ধ করে রাখো।","প্রশংসা"
"2019/01/20 1:14:39 AM GMT+6","ভারতকে ভারতে মাটিতে কেউ হারাতে পারে না । কিন্তু অন্যন্যা দলগুলো ঘরের মাঠে হেরে সিরিজ খুইয়ে থাকে। ভারত ইদানিং বেশ কয়েক বছর ধরে বাইরের মাঠে দারুন প্রতিদন্দিতা মুলক ক্রিকেট খেলেছে। কয়েকটি ম্যাচও জিতেছে। আর যেগুলো হেরেছে সেগুলোর বেশীর ভাগই ছিল টান টান উত্তেজনায় ভরপুর।কয়েকটি বাজে হারো ছিল তার মধ্যে।তবে Overall ভারত দেশের বাইরে দারুন ক্রিকেট খেলছে। আজও অস্ট্রেলিয়াকে অল আউট করেছে আবার লিড ও নিয়েছে। এটা ভারতের ধারাবাহিক পারফরমেন্সের ফল। এখন বড় দল গুলোর বিরুদ্ধে ( ইংল্যান্ড, অস্ট্রেলিয়া, সাউথ আফ্রিকা ) সিরিজ জেতার প্র্যাকটিসটা শুরু হলে ভারত নিজেদের অনেক উপরের অবস্থানে তুলে ধরবে। এটা সম্ভব কারন অতীতের যেকোন সময়ের চাইতে ভারতে এখন এক গুচ্ছ ভালো পেসে বোলার আছে। আর ব্যাটিংতো সব সময়ই ছিল। শধু মাত্র পেস ডিপার্টমেন্ট দুর্বল থাকায় ভারতকে দেশের মাটির বাইরে সব সময় ভুগতে হয়েছে । খুবই শ্রীঘই ভারত দেশের বাইরে অজেয় হয়ে উঠবে কারন সলিড ব্যাটিং লাইন আপের সাথে ভারতের আছে বুমরা, সামি, বিনয় কুমার, ইশান্ত শর্মা আর উমেশ যাদব এর মত ঝাঁক প্রতিভা।","প্রশংসা"
"2019/01/20 1:14:49 AM GMT+6","আক্ষরিক অনুবাদ হয়ে গেছে। অনুবাদের মান আর ভাল হওয়া উচিত ছিল।","হাস্যকর"
"2019/01/20 1:15:04 AM GMT+6","ধুর! কোহলীর উদযাপনের চেয়ে হাজার গুন বাজে আচরন করতে অভ্যস্ত অস্ট্রেলিয়ানরা, এরাই একমাত্র দল যারা খেলার অংশ হিসাবে গালিগালাজ করতো। টেম্পারিংয়ে ধরা খেয়ে ইদানীং একটু কম খারাপ হওয়ার কথা বলছে।
","দু:খদায়ক"
"2019/01/20 1:15:21 AM GMT+6","ডেভিড ওয়ার্নার ছাড়া ক্রিকেট রসকষহীন!","প্রশংসা"
"2019/01/20 1:15:33 AM GMT+6","ধনি আমার বালটা,ওর থেকে কেএল রাহুল ভালো।ধনিকে আর ইন্ডিয়া টিমে চাইনা।","অকথ্য"
"2019/01/20 1:15:58 AM GMT+6","রমিজ রাজা.... না প্রজার মাথা একেবারেই গেছে।","হাস্যকর"
"2019/01/20 1:16:15 AM GMT+6","পাকিস্তান দলে যেমন বেশ কিছু আনন্দদায়ী খেলোয়াড় আছে তেমনি ধারাভাষ্যেও আছে তাদের বড় ভাই সাবেক বিশ্বকাপ জয়ী খেলোয়াড় রমিজ রাজা।  

এদের উপস্থিতি খেলার আকর্ষণ আরও বাড়িয়ে দেয়।","প্রশংসা"
"2019/01/20 1:16:16 AM GMT+6","শ্রীলঙ্কাকে হারাতে পারে কিন্তু টাইগারদের বিরুদ্ধে নিউজিল্যান্ডের কোনও আশাই নাই। তারা ধবল ধোলাই হবেই।","দু:খদায়ক"
"2019/01/20 1:16:41 AM GMT+6"," পিএসএলে তামিম ইকবাল ম্যাচসেরা হওয়ার পর তাঁকে প্রশ্ন করার দায়িত্ব পেয়েছিলেন রমিজই । সবাইকে অবাক করে দিয়ে রমিজ তামিমের কাছে প্রশ্ন রাখেন, ‘আমি তো তোমার ভাষা জানি না, ইংরেজি কি চলবে? নাকি...?’","দু:খদায়ক"
"2019/01/20 1:16:58 AM GMT+6","পাকিস্থানীদের কাছ থেকে এর বেশি আশা করে লাভ নেই। এরা এরকমই","দু:খদায়ক"
"2019/01/20 1:17:18 AM GMT+6","রমিজ রাজার প্রতি আপনাদের একরকম অ্যালার্জি আছে। হদ্দ বোকাও বুঝতে পারে এটা দিযে তিনি নিউজিল্যান্ড দলকে বৃঝিয়েছেন, ব্যক্তি উইলিয়ামসনকে নয়।","দু:খদায়ক"
"2019/01/20 1:17:52 AM GMT+6","খুব ভালো সিদ্ধান্ত।","প্রশংসা"
"2019/01/20 1:18:01 AM GMT+6","সেরা দল গেইল,ডি ভিলিয়ার্স,হেইলস,রুশোর রংপুর।","প্রশংসা"
"2019/01/20 1:18:14 AM GMT+6","পাকিস্তানকে পরাজিত করে টেস্ট সিরিজ জয়ের জন্য অভিনন্দন নিউজিল্যান্ড ক্রিকেট দলকে। সাবাস তোমরা দারুন খেলেছ।","প্রশংসা"
"2019/01/20 1:18:59 AM GMT+6","সাবাস নিউজিল্যান্ড, সব ফরম্যাটে তোমরা সেরা।","প্রশংসা"
"2019/01/20 1:19:29 AM GMT+6","একেই বলে পাকিস্তান!!  একদিনেই রাজা,আবার 
একদিনেই ফকির!","হাস্যকর"
"2019/01/20 1:20:53 AM GMT+6","আহা কি আনন্দ আকাশে বাতাসে।","হাস্যকর"
"2019/01/20 1:21:22 AM GMT+6","আর সেই মার্শকেই তার নিজের দেশের মাটিতে ধুলিস্মাত হতে দেখে কিছু লোকের ন্যাকা কান্না শুরু হয়েছে!!","হাস্যকর"
"2019/01/20 1:22:14 AM GMT+6","আপনি আমাদের জাদুর কাটি।","প্রশংসা"
"2019/01/20 1:22:50 AM GMT+6","মুস্তাফিজকে নিয়ন্ত্রীত ব্যবহার করা গেলে সে এখনও জয়স্ত্র্র হতে পারে আইপিএলে ","প্রশংসা"
"2019/01/20 1:23:09 AM GMT+6","সর্বশেষ ওয়ানডেতে ইমরুলেরও সেঞ্চুরি আছে।আর কায়েস সেই সিরিজের সর্বোচ্চ রান গেটারও ছিল।","প্রশংসা"
"2019/01/20 1:23:18 AM GMT+6","ম্যাশ আপনার জন্য কেবলই শুভকামনা। পৃথিবীতে একদল মানুষ আছেন যারা কোন কিছুতেই সন্তুষ্ট নন। তাই সবাইকে সন্তষ্ট করার দরকারও নেই। আপনি আপনার সততা, নিষ্ঠা, পরিশ্রম, বুদ্দ্বিমত্তা দিয়ে দেশের সাধারন মানুষের জন্য কিছু করবেন, অন্তত চেষ্টা করবেন, এই প্রত্যশা রইল।","প্রশংসা"
"2019/01/20 1:23:46 AM GMT+6","সৌম্য সরকার হচ্ছে মরিচ বাতির মতো। এই আসে ত এই যায়। ওর উপরে কখনো ভরসা করা যায় না। আজ ১০০ করবে তো কাল ডাক মারবে।","হাস্যকর"
"2019/01/20 1:23:49 AM GMT+6","আপনি আমাদের জাদুর কাটি।","প্রশংসা"
"2019/01/20 1:24:01 AM GMT+6","সৌম্য বরারবরই আমার পছন্দের খেলোয়াড়-ওডিআই আর টি–টুয়েন্টির জন্য। ওকে বলবো মাথা ঠান্ডা রেখে খেলতে।","প্রশংসা"
"2019/01/20 1:24:23 AM GMT+6","ইলেকশনেই বোঝা যাবে, ওর জনপ্রিয়তা আছে কিনা !","প্রশংসা"
"2019/01/20 1:24:57 AM GMT+6","সৌম্যের মত এত বড় অধারাবাহিক ক্রিকেটার আর দেখিনি!","দু:খদায়ক"
"2019/01/20 1:25:34 AM GMT+6","উনি জনপ্রিয়তার জন্য আসেন নাই। উনার উদ্দেশ্য ক্লিয়ার। উনি মানুষের সেবা করবেন । যে যাই বলুক","প্রশংসা"
"2019/01/20 1:25:53 AM GMT+6","তাদের নামগুলোও দিয়ে দিতেন। দেখতাম কত বড় খেখলোয়াড় !!!","দু:খদায়ক"
"2019/01/20 1:26:42 AM GMT+6","ভারত অস্ট্রেলিয়া সিরিজের ইতিহাসে ভারত সর্বশেষ যেবার প্রথম টেস্টের প্রথম ইনিংসে ব্যাট করেছে সেবার ভারত ৫ ম্যাচের সিরিজ ৪-০ তে ধরাশায়ী হয়েছে।","দু:খদায়ক"
"2019/01/20 1:27:06 AM GMT+6","&quot;প্রায় অর্ধেক রান এল তাঁর একার ব্যাটে।&quot; ভাগ্যিস অর্ধেক এসেছিলো এর বেশি হলে কি যে শিরোনাম হতো বলা মুশকিল!","প্রশংসা"
"2019/01/20 1:27:21 AM GMT+6","এইবার ঠেলা বুঝবা চান্দু","দু:খদায়ক"
"2019/01/20 1:27:41 AM GMT+6","অস্ট্রেলিয়ার ব্যাটিং দুর্বল ধরে এই রকম গা ছাড়া ভাবে আউট হওয়া মেনে নেয়া যায় না","দু:খদায়ক"
"2019/01/20 1:28:07 AM GMT+6","সবচেয়ে খারাপ অবস্থা লোকেশ রাহুলের , এতো প্রতিভা ছেলেটার , হেলায় সেসব নষ্ট করছে। ভারত এর পরের টেস্ট এ পৃথিবীকে খেলবে যদি ও ফিট থাকে।","প্রশংসা"
"2019/01/20 1:28:20 AM GMT+6","একা কুম্ভ হয়ে লড়াই করলেন চেতশ্বর পূজারা৷টেকনিক,টেম্পারমেন্টের অনবদ্য মিশ্রনে পূজারা পেলেন নিজের ১৬তম সেঞ্চুরি,পেরিয়ে গেলেন ৫০০০রানে গন্ডি৷কার্যত বলা যায় একা পূজারা ভারতকে লড়াইয়ে রাখলেন৷এই দলটির সবথেকে বড় সমস্যা ওপেনাররা ভাল শুরু করতে পারছেন না,উল্টোদিকে ভাল টেকনিক নিয়ে রাহানে সারা সিরিজে মাত্র একটি ইনিংস হয়ত ভাল খেলবেন৷কেএল রাহুল প্রতিভাবান তবে সত্যি দলের বোঝা হয়ে উঠছে৷মুরলি বিজয়ের চান্স পাওয়ার কথা ছিলনা তবু পড়ে পাওয়া চোদ্দ আনা সুযোগ কাজে লাগাতে পারলেন না৷কেএল রাহুল,মুরলি বিজয়,এবং রাহানেদের   প্রতি বিশ্বাসটা উঠে যাচ্ছে৷ভবিষ্যতে ওদের বদলি খোঁজা হোক৷","প্রশংসা"
"2019/01/20 1:28:38 AM GMT+6","এমা , বিশ্বসেরা সাকিব কই? আই সি সির চক্রান্ত।","দু:খদায়ক"
"2019/01/20 1:29:00 AM GMT+6","শুভ কামনা রইলো ইয়াসির শাহ-র জন্য,  আশা করি এমন আরও  অনেক রেকর্ড নিজের করে নিবেন.","প্রশংসা"
"2019/01/20 1:30:09 AM GMT+6","দেশের মাটিতে খেললে অারো কম ইনিংস লাগত......","দু:খদায়ক"
"2019/01/20 1:32:00 AM GMT+6","দাদা যখন খেলার মাঠ ছেড়ে রাজনৈতিক মাঠে গেছেন, সেখানেই যান। খেলায় আর মন বসবে না।","হাস্যকর"
"2019/01/20 1:32:18 AM GMT+6","যে পারে সে সব জায়গাতেই পারে।","প্রশংসা"
"2019/01/20 1:33:07 AM GMT+6","অস্ট্রেলিয়ার জন্য শুভকামনা রইল।","প্রশংসা"
"2019/01/20 1:33:16 AM GMT+6","২০৯/৭, ৮২ ওভার। দেখা যাক কোথায় গিয়ে রানের রথ থামে ভারতের!","দু:খদায়ক"
"2019/01/20 1:34:02 AM GMT+6","না না কে বলছে ভালো? মোমিনুল কোহলির চাইতে অনেক বড় ক্রিকেটার!","হাস্যকর"
"2019/01/20 1:34:59 AM GMT+6","Wasim Jeesan সাহেব, বাংলাদেশের বিশ বছর হল আর Afghanistan জানি কবে থেকে খেলছে??? আমাদেরকে পেলেই তুলুধুনা করে ছাড়ে","দু:খদায়ক"
"2019/01/20 1:35:32 AM GMT+6","এই ম্যাচ ভারত হেরে গেছে। অস্ট্রেলিয়া কাওকে বাগে পেলেই হয় একবার, ব্যাস, কুপোকাত।","প্রশংসা"
"2019/01/20 1:37:18 AM GMT+6","এগিয়ে যান তাইজুল ভাই। শুভকামনা রইল।","প্রশংসা"
"2019/01/20 1:38:08 AM GMT+6","টেস্ট ম্যাচ ক্রিকেটে তুমি বাংলাদেশকে আগলে রেখেছো বহু কাল। স্যালুট তোমাকে।","প্রশংসা"
"2019/01/20 1:38:21 AM GMT+6","দারুন বলেছিস ভাই,","প্রশংসা"
"2019/01/20 1:38:41 AM GMT+6","স‌ত্যিকা‌রের যোদ্ধারা এভা‌বে নি‌জে‌দের অাত্ম‌নি‌বেদন ক‌রে। অাদর্শ হ‌য়েই  থাক‌বে কোহ‌লির প্র‌চেষ্টা। অ‌ভিনন্দন।","প্রশংসা"
"2019/01/20 1:39:14 AM GMT+6","ভারতের অস্ট্রেলিয়ার মাটিতে ৭০ বছরে ৫টি টেস্ট জয়।
তাহলে প্রতি দশকে ১টি ম্যাচ জেতাই তো ভারতের কাছে মস্ত বাহাদুরি করার মতোই ব্যাপার।","হাস্যকর"
"2019/01/20 1:39:37 AM GMT+6","শেষ পাঁচটা টেস্ট কি অস্ট্রেলিয়া নিজেদের মাটিতে খেলেছে যে ওরা খারাপ ফর্মে আছে বলা যাবে? ওরা এগুলি খেলেছে বিদেশে (এরমধ্যে 3টি এশিয়ায়), যেখানে ওরা স্মিথ, ওয়ার্নারকে নিয়েও প্রায়সময়ই হেরেছে | ইংল্যান্ডে অনুষ্ঠিত টানা তিন/চারটি অ্যাসেজ সিরিজে হেরেছে, ভারতে গিয়ে হেরেছে, আবুধাবিতে হেরেছে পাকিস্তানের সাথে, বাংলাদেশে এসে কোনভাবে হার বাঁচিয়েছে | এমনকি দুর্বলতম শ্রীলঙ্কার সাথে খেলতে গিয়েও হোয়াইট ওয়াশ হয়ে ফিরেছে, ওয়ার্নার, স্টিভ স্মিথরা |
       তাই বলাই যায় স্মিথ, ওয়ার্নার থাকলেও বিদেশে অন্যসব দলের মতোই অস্ট্রেলিয়া দুর্বল, আর ওরা না থাকলেও নিজেদের দেশে ওরাই ফেবারিট |","প্রশংসা"
"2019/01/20 1:40:04 AM GMT+6","এশিয়ার কোন দেশই অস্ট্রেলিয়ায় সিরিজ জেতেনি আজ পর্যন্ত","দু:খদায়ক"
"2019/01/20 1:40:52 AM GMT+6","@HWH : কাকে কী বলছেন? লোকটা জানেনা এমন বিষয় আছে বলে তো মনে হয়না। সব জানে তবে উলটো দিক দিয়ে। তবে পাকিস্তানের খবর সোজা দিক দিয়ে পাবেন।  😁","হাস্যকর"
"2019/01/20 1:41:18 AM GMT+6","তারা বাংলাদেশ থেকে সুজনকে হায়ার করুক","হাস্যকর"
"2019/01/20 1:41:30 AM GMT+6","মনে হচ্ছে না কোহলি খুব একটা সমস্যায় পড়বে অস্ট্রেলিয়ার বোলারদের বিপক্ষে। ওর মত ধারাবাহিক ব্যাটসম্যান আমি দ্বিতীয়টি দেখেছি বলে মনে পড়ে না।","প্রশংসা"
"2019/01/20 12:40:17 PM GMT+6","পাওয়ার প্লেতে ফিল্ডিং বাধ্য বাধকতাকে কাজে লাগাচ্ছেন খুব ভালো ভাবে। বুঝে শুনে খেলছেন, আবার স্ট্রাইক রেটও মাশাআল্লাহ। আহ জুনায়েদ!","প্রশংসা"
"2019/01/25 1:50:07 PM GMT+6","সবথেকে বাজে হচ্ছে সাকিবের অধিনায়কত্ব। সবসময় ভূল সিদ্ধান্ত।","দু:খদায়ক"
"2019/01/25 1:50:30 PM GMT+6","সাকিবের ভুল সিদ্ধান্তের জন্য দল হারছে

","হাস্যকর"
"2019/01/25 1:51:42 PM GMT+6","মাহমুদুল্লাহ কে বাদ দিয়ে শেষ ওভার গুলো নতুন বোলার দিয়ে কেন সাকিব বল  করালো বুঝলাম না","দু:খদায়ক"
"2019/01/25 1:52:09 PM GMT+6","যা হবার হয়েছে পরের ২মাঠ ভালো কিছু যেন করতে পারে টাইগাররা এইটাই আশা করছি।।।","প্রশংসা"
"2019/01/25 1:53:10 PM GMT+6","প্রতিপক্ষ বোলারদের নিয়ে অযাচিত ও বাজে মন্তব্য করলে কি হয় তার উচিত শিক্ষা পেয়েছে বাংলাদেশ। এর আগেও বাংলাদেশের এক তথাকথিত ড্যাশিং ব্যাটসম্যান জিম্বাবুয়ের এক বোলারকে নিয়ে বাজে মন্তব্য করেছিলো। তার জবাবও পেয়েছিল সেই তথাকথিত ড্যাশিং ব্যাটসম্যান। এই তথাকথিত ড্যাশিং ব্যাটসম্যানের কোনদিনও শিক্ষা হবে না।

","দু:খদায়ক"
"2019/01/25 1:53:33 PM GMT+6","আফগানিস্তান যে আহামরি খেলেছে তা নয়। হেরেছে বাংলাদেশী খেলোয়াড়দের দুর্বল মানসিকতা, ধৈর্য ও আত্মবিশ্বাস এর অভাবের কারণে। সর্বোপরি বাংলাদেশী কোন খেলোয়াড়ের মধ্যে গেইম উইন করার কোন পরিকল্পনা লক্ষ্য করা যায়নি।
	
","দু:খদায়ক"
"2019/01/25 1:53:51 PM GMT+6","আগে থেকেই হারের চিন্তা করলে জিতবে কিভাবে!!

","দু:খদায়ক"
"2019/01/25 1:54:32 PM GMT+6","
ব্যাটসম্যানদের reverse swipe খেলার নামে direct suicide করলে খেলাটা অন্তত পুরুষচিত হতে পারতো !

","দু:খদায়ক"
"2019/01/25 1:54:55 PM GMT+6","কঠিন তো হবেই !! যেখানে স্পিনার রা ঠিক ভাবেই বোলিং করে যাচ্ছিলো, রান ও কম দিচ্ছিলো, কি বুঝে ক্যাপ্টেন !! শাকিব ১৮ 'তম ওভারে আবারো স্পিনার কে বল না দিয়ে পেসার কে দিলেন বুঝলাম না।  ওই ওভারের ২০ রান ই পুরো ম্যাচ টা কে আফগান দের পক্ষেই নিয়ে গেলো।","দু:খদায়ক"
"2019/01/25 1:55:22 PM GMT+6","প্রথম কথা, দলের 'বডি ল্যাংগুয়েজ'–এ জয়ের কোন ভাবই ছিল না (শুধুমাত্র ১০ থেকে ১৬ ওভার পর্যন্ত ছাড়া)। দ্বিতীয়ত: রাহি, আবুল হোসেনদের মত পেস বোলাররা আন্তর্জাতিক মানের তিনভাগের একভাগও না। ওয়ালশ আসার পর সব থেকে খারাপ অবস্থা হল পেস বোলিং এর। পেস বোলারদের উন্নতি দূরের কথা একটা নতুন পেস 
বোলারও সে খুঁজে বের করতে পারে নাই।

","হাস্যকর"
"2019/01/25 1:55:39 PM GMT+6","নিকট অতীতে দেখা সবচেয়ে দুর্বল বোলিং বাংলাদেশের

","হাস্যকর"
"2019/01/25 1:56:16 PM GMT+6","আমাদের খেলোয়ারদের তো এমপি হওয়ার জন্য আহবান জানানো হচ্ছে তাই খেলায় মনযোগ নষ্ট হয়েছে এই আর কি।","হাস্যকর"
"2019/01/25 1:56:40 PM GMT+6","আফগানিস্তানের যে বোলিং এটাক। ভারত টেস্টে এমন পিছ বানাবে যেন বল ঘোরেই না।

","হাস্যকর"
"2019/01/25 1:57:01 PM GMT+6","@ প্রথম আলো, &quot;...পরের বলেই রশিদের দুর্দান্ত এক গুগলিতে বোল্ড সাব্বির রহমানও&quot; , এখানে ভুল লিখেছেন। সাব্বির বোল্ড নন, এল্ বি ডব্লিউ হয়েছেন।
এরকম ভুল প্রথম আলোর কাছ থেকে প্রত্যাশা করি না।

","দু:খদায়ক"
"2019/01/25 1:57:43 PM GMT+6","&quot;রশিদকে অহেতুক রিভার্স সুইপ করতে গিয়ে&quot;......মুশফিক এই রিভার্স সুইপ শটটা বাদ দিলেই পারে!","দু:খদায়ক"
"2019/01/25 1:58:04 PM GMT+6","অনেকের চোখের বালি সৌম্য একাদশে থাকলে অন্তত কিছু সময়ের জন্য হলেও বাংলাদেশ ম্যাচে থাকতো।

","দু:খদায়ক"
"2019/01/25 1:59:01 PM GMT+6","আফগানদের বোলিং ততটা আহামরি না হলেও আমরা রিভারসুইং ব্যাট চালাতে চ্যাম্পিয়ন!! তাতে উইকেট খোয়া গেলেই বা কি আসে যায়। দল হারলে হারুক কিন্তু রিভারসুইং খেলতেই হবে নয়তো ভাল খেলেও কেন মুসফিক ব্যালেন্স হারানো রিভার সুইং খেলবে এমন সময়? সাথে ত্রিশ করা লিটন দাশ একই জ্বরে আক্রান্ত হয়ে কুপোকাত!!!! সাব্বিরকেও ক্ষমা করা যায়না। বাংলাদেশের ব্যাটসম্যানদের রিভার সুইং খেলা নিষিদ্ধ করতে হবে তবেই ক্রিকেটে আমরা ভাল ফলাফল করে জয়ী হতে পারব।


","দু:খদায়ক"
"2019/01/25 1:59:18 PM GMT+6","সাকিবের মুখ দেখে আর কি বুঝা যাবে ও তো এখন রাজনতিী নিয়ে ব্যাস্ত সংসদ সদস্য হবে


","হাস্যকর"
"2019/01/25 1:59:34 PM GMT+6","আমার মনে হয় আবুলের থেকে সৌম্যের বল অনেক ভালো।

","হাস্যকর"
"2019/01/25 1:59:48 PM GMT+6","রাজনৈতিক নেতারা সাকিবকে ডোবাচ্ছে


","হাস্যকর"
"2019/01/25 2:00:07 PM GMT+6","ভবিষ্যত এমপি। এমপি হলে এত কষ্ট করে খেলার দরকার কি আছে।

","হাস্যকর"
"2019/01/25 2:00:25 PM GMT+6","খেলার আগেই যদি আত্মসমার্পন করেন তাহলে খেলার কী দরকার ?

","দু:খদায়ক"
"2019/01/25 2:00:59 PM GMT+6","প্রথম বলেই মুশির রিভার-সুইপ শর্ট দেখে মনে হল রাশিদ খানের নাম জীবনেও শুনে নাই। রাশিদ খানকে টি ২০ তে কীভবে খেলতে হয় সেটা ওয়াটসন দেখিয়েছে আইপিএলে।


","প্রশংসা"
"2019/01/25 2:01:16 PM GMT+6","সাকিবদের এখন খেলায় মন নাই তারা এখন বিনা ভোটে এমপি হওয়ার স্বপ্নে

","হাস্যকর"
"2019/01/25 2:01:31 PM GMT+6","বাংলাদেশ ক্রিকেট দল এর লজ্জা হওয়ার দরকার....

","দু:খদায়ক"
"2019/01/25 2:01:58 PM GMT+6","যেখানে আইপিএল এ দেখলাম বিরাট কোহলি এবং ডি ভিলিয়ার্স কি সমীহ করে রাশিদকে খেললো! আর সেখানে আমার প্রিয় খেলোয়ার মুসফিক এভাবে আন্ডার এস্টিমেট করলো রাশিদকে? শাব্বিরের কথা বাদ ও কোনো প্লেয়ার না ও ক্রীজে যায় বিরাট কোহলীর শারীরিক অঙভজ্ঞি (খেলানা) নকল করার জন্য!

","হাস্যকর"
"2019/01/25 2:02:13 PM GMT+6","এতটা খারাপ করবে আশা করিনি

","দু:খদায়ক"
"2019/01/25 2:02:35 PM GMT+6","২০১৯ এর সম্ভাব্য চ্যাম্পিয়ন দল হেরে গেলো !!!

","দু:খদায়ক"
"2019/01/25 2:03:11 PM GMT+6","অহংকারের পতন এ ভাবেই হয়।মুশফিকের কতটা অহংকার,সে রাশিদের প্রথম বলেই রিভর্স-সুইপ করতে গেছে।যেই রাশিদকে নিয়ে সারা বিশ্বে আলোচনা হচ্ছে,যার সবাই সমীহ করছে।অন্তত  প্রথম বলটা দেখে-শুনে খেলছে।সেখানে মুশফিক প্রথম বলেই রিভার্স -সুইপ খেলতে গেল।কতটা অহংকারী হলে রশিদের প্রথম বলে এই ধরনের শটস্ খেলা যায় তার উদাহরণ হচ্ছে আমাদের মুশফিক।এখন রশিদ খানকে সবাই নরমাল ক্রিকেটিয় শটস্ খেলে রান নেবার চেস্টা করে।তার ওভার গুলো কোনো মত পার করতে পারলেই হয়।আর সেখানে আমাদের  মুশফিক সাহেবের অহংকার.......। আর আমাদের আরেকটা দাবি মুশফিকের রিভার্স -সুইপ বন্ধ করতে হবে।এই রিভার্স - সুইপের কারনে মুশফিক বার বার আউট হচ্ছে।


","হাস্যকর"
"2019/01/25 2:04:18 PM GMT+6","একই কমেন্ট কতবার লিখবেন ?","হাস্যকর"
"2019/01/25 2:05:26 PM GMT+6","একই কমেন্ট কতবার লিখবেন ?

","হাস্যকর"
"2019/01/25 2:06:06 PM GMT+6","তামিম ইকবাল কেন, কারোই শিক্ষা হবে না","দু:খদায়ক"
"2019/01/25 2:06:22 PM GMT+6","সামনে আরও ভাল খেলবে।।।।

","প্রশংসা"
"2019/01/25 2:06:46 PM GMT+6","রিভারসুইপ আর রিভারসুইং এর মধ্যে পার্থক্য বুঝেন ? পার্থক্য বাদ দেন, এইটা দুইটা কি জিনিষ তা জানেন ? যেটা জানেন না ওইটা নিয়ে কমেন্ট করেন কেন ? একটা সংবাদ দেখলেই কি রিভারসুইপ কে রিভারসুইং বলে আখ্যা দিয়ে মূর্খের মত কমেন্ট করতে হবে ?

","হাস্যকর"
"2019/01/25 2:07:18 PM GMT+6","সৌম্য আর সাব্বির এই স্পিনের সামনে এক বলের খেলোয়ার, এসব সিরিজে ওদের না নেয়াই ভালো।

","দু:খদায়ক"
"2019/01/25 2:07:45 PM GMT+6","চাপে চিড়ে চ্যাপ্টা হয়ে রশিদের গুগলি তুলে মারতে গিয়ে মোসাদ্দেক ফিরলেন ২৩ বলে ১৪ রান করে।ha ha ha এবার সাকিবরা নিশ্চয়ই বুঝতে পেরেছেন এই আফগান লেগ স্পিনার কী জিনিস! আর বাংলাদেশ বুঝেছে এই আফগানিস্তান কত কঠিন! really কঠিন!

","দু:খদায়ক"
"2019/01/25 2:08:11 PM GMT+6","একাদশ নির্বাচন সঠিক ছিল না, সৌম্য সরকার থাকা উচিত, সাব্বিরকে ৩ এ খেলানো উচিত, সৌম্য ভাল পেস করতে পারে, রাহির জায়গায় আরিফুল, হাসান এর জায়গায় সৌম্য, আর সঠিক পরিকল্পনার বাস্তবায়ন।","প্রশংসা"
"2019/01/25 2:08:37 PM GMT+6","দর্শকরা বাংলাদেশকে সমর্থন করে নাই,
সেটাও হারের একটা কারন হতে পারে।

","হাস্যকর"
"2019/01/25 2:09:12 PM GMT+6","সন্দেহ আছে ।
আফগানিস্তান T20 তে খুবই ভালো দল ।

","প্রশংসা"
"2019/01/25 2:10:04 PM GMT+6","কোন যোগ্যতাই এই আবুলকে নেওয়া হয় বুঝি না।

","দু:খদায়ক"
"2019/01/25 2:10:22 PM GMT+6","দুঃখিত &quot;রিভার্স সুইপ&quot; হবে।

","দু:খদায়ক"
"2019/01/25 2:12:27 PM GMT+6","চোখে জল চলে এলো ভাই!","প্রশংসা"
"2019/01/25 2:12:55 PM GMT+6","বাংলাদেশ হারলো সেটা নিয়ে বলুন না। ভারত কি পিচ বানাবে সেটা নিয়ে এখানে লেখার যুক্তি কোথায়?

","দু:খদায়ক"
"2019/01/25 2:13:08 PM GMT+6","স্কোয়াডে তাহলে ৩টা পেসার কেন??

","দু:খদায়ক"
